,codmunicipio,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,MUNICIPIO,codptore,DPTO
459,25214,1,0,0,0,0,2,1,0,0,1,0,2,0,3,0,1,2,0,0,1,1,cota,25,Cundinamarca
460,25224,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,cucunuba,25,Cundinamarca
461,25245,1,0,1,0,1,0,0,1,1,1,2,0,3,3,1,3,1,0,1,3,2,el colegio,25,Cundinamarca
462,25258,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,el penon,25,Cundinamarca
463,25260,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1,0,1,1,el rosal,25,Cundinamarca
464,25269,0,0,2,4,1,3,3,5,5,8,7,7,6,5,8,5,8,6,8,10,5,facatativa,25,Cundinamarca
465,25279,1,0,0,1,1,3,0,1,1,0,0,0,0,1,2,0,0,1,0,1,1,fomeque,25,Cundinamarca
466,25281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,fosca,25,Cundinamarca
467,25286,1,2,4,2,1,1,4,5,3,1,3,1,3,1,4,1,3,0,2,10,6,funza,25,Cundinamarca
468,25288,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,fuquene,25,Cundinamarca
469,25290,5,0,0,6,6,5,11,6,4,2,3,10,10,11,7,15,8,11,15,11,13,fusagasuga,25,Cundinamarca
470,25293,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,gachala,25,Cundinamarca
471,25295,1,1,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,2,1,gachancipa,25,Cundinamarca
472,25297,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,gacheta,25,Cundinamarca
473,25299,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,gama,25,Cundinamarca
474,25307,7,8,6,4,8,6,4,5,5,8,9,13,8,7,11,11,9,16,11,11,14,girardot,25,Cundinamarca
475,25312,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,granada,25,Cundinamarca
476,25317,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,2,1,0,0,0,0,guacheta,25,Cundinamarca
477,25320,2,0,1,1,0,0,1,2,0,0,1,0,2,3,0,1,3,1,0,1,0,guaduas,25,Cundinamarca
478,25322,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,guasca,25,Cundinamarca
479,25324,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,guataqui,25,Cundinamarca
480,25326,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,guatavita,25,Cundinamarca
481,25328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,guayabal de siquima,25,Cundinamarca
482,25335,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,guayabetal,25,Cundinamarca
483,25339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gutierrez,25,Cundinamarca
484,25368,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,jerusalen,25,Cundinamarca
485,25372,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,junin,25,Cundinamarca
486,25377,1,0,0,0,0,2,2,0,2,2,1,0,2,2,1,1,1,0,2,2,3,la calera,25,Cundinamarca
487,25386,1,0,1,1,1,1,2,1,0,0,3,1,2,0,0,1,1,3,3,3,2,la mesa,25,Cundinamarca
488,25394,0,0,0,0,0,1,0,2,3,2,1,0,0,0,0,1,0,4,0,0,1,la palma,25,Cundinamarca
489,25398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,la pena,25,Cundinamarca
490,25402,0,0,1,1,1,0,0,1,1,0,0,0,1,1,2,2,0,2,1,0,0,la vega,25,Cundinamarca
491,25407,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,2,1,lenguazaque,25,Cundinamarca
492,25426,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,macheta,25,Cundinamarca
493,25430,2,2,2,4,2,1,0,1,2,2,3,3,3,5,1,4,3,4,8,6,7,madrid,25,Cundinamarca
494,25436,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,manta,25,Cundinamarca
495,25438,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0,medina,25,Cundinamarca
496,25473,1,0,1,1,1,0,0,0,1,2,0,7,2,4,1,2,1,5,7,2,5,mosquera,25,Cundinamarca
497,25483,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,narino,25,Cundinamarca
498,25486,0,1,2,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,nemocon,25,Cundinamarca
499,25488,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nilo,25,Cundinamarca
500,25489,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,nimaima,25,Cundinamarca
501,25491,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nocaima,25,Cundinamarca
502,25506,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,venecia,25,Cundinamarca
503,25513,1,1,1,2,2,0,0,0,3,5,3,3,2,2,0,2,5,3,3,4,3,pacho,25,Cundinamarca
504,25518,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,paime,25,Cundinamarca
505,25524,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pandi,25,Cundinamarca
506,25530,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,paratebueno,25,Cundinamarca
507,25535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,pasca,25,Cundinamarca
508,25572,0,1,0,0,0,0,0,0,2,0,3,0,1,0,0,3,0,1,1,2,0,puerto salgar,25,Cundinamarca
509,25592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,quebradanegra,25,Cundinamarca
510,25594,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,quetame,25,Cundinamarca
511,25596,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,2,1,quipile,25,Cundinamarca
512,25599,0,1,0,0,1,0,0,0,0,0,2,1,1,0,1,1,1,0,0,1,1,apulo,25,Cundinamarca
513,25612,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,2,ricaurte,25,Cundinamarca
514,25645,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,san antonio del tequendama,25,Cundinamarca
515,25649,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,san bernardo,25,Cundinamarca
516,25658,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,san francisco,25,Cundinamarca
517,25662,1,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,1,1,1,1,0,san juan de rioseco,25,Cundinamarca
518,25718,0,0,0,0,1,0,2,0,1,0,0,0,1,1,1,0,0,0,1,1,0,sasaima,25,Cundinamarca
519,25736,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,sesquile,25,Cundinamarca
520,25740,1,0,0,2,1,1,0,0,2,3,2,2,0,1,0,1,3,3,2,3,0,sibate,25,Cundinamarca
521,25743,0,0,0,0,0,0,0,1,2,1,0,2,2,1,1,1,2,1,0,0,2,silvania,25,Cundinamarca
522,25745,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0,1,2,0,simijaca,25,Cundinamarca
523,25754,3,3,12,7,6,15,9,11,12,15,13,7,13,12,16,22,16,22,33,34,32,soacha,25,Cundinamarca
524,25758,0,0,0,2,0,0,2,0,1,0,0,2,0,1,1,0,0,1,3,2,3,sopo,25,Cundinamarca
525,25769,0,0,0,0,1,1,1,3,2,0,0,1,1,1,0,1,0,0,2,0,1,subachoque,25,Cundinamarca
526,25772,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,suesca,25,Cundinamarca
527,25777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,supata,25,Cundinamarca
528,25779,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,1,1,0,0,0,susa,25,Cundinamarca
529,25781,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,sutatausa,25,Cundinamarca
530,25785,0,1,1,0,1,2,0,2,0,2,0,0,2,1,0,1,0,2,0,1,1,tabio,25,Cundinamarca
531,25793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,tausa,25,Cundinamarca
532,25797,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,tena,25,Cundinamarca
533,25799,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,2,1,2,0,0,tenjo,25,Cundinamarca
534,25805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tibacuy,25,Cundinamarca
535,25807,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,tibirita,25,Cundinamarca
536,25815,0,2,3,1,0,0,2,1,0,1,1,1,1,4,2,1,4,0,1,3,1,tocaima,25,Cundinamarca
537,25817,1,0,0,0,1,1,1,0,0,1,1,1,3,1,0,1,3,0,1,0,2,tocancipa,25,Cundinamarca
538,25823,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,topaipi,25,Cundinamarca
539,25839,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,ubala,25,Cundinamarca
540,25841,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,ubaque,25,Cundinamarca
541,25843,1,1,1,0,1,0,1,2,1,1,2,2,2,1,1,1,3,1,2,3,1,villa de san diego de ubate,25,Cundinamarca
542,25845,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,une,25,Cundinamarca
543,25851,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,utica,25,Cundinamarca
544,25862,1,0,0,0,1,1,2,0,1,0,1,1,2,0,1,0,0,0,0,0,0,vergara,25,Cundinamarca
545,25867,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,viani,25,Cundinamarca
546,25873,1,0,0,2,0,0,1,2,2,0,0,0,1,0,0,0,0,0,2,1,0,villapinzon,25,Cundinamarca
547,25875,0,1,0,1,1,2,0,3,1,3,2,0,2,0,2,2,1,0,2,1,0,villeta,25,Cundinamarca
548,25878,0,1,0,0,0,1,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0,viota,25,Cundinamarca
549,25885,0,0,0,2,1,0,2,0,1,1,0,0,1,1,1,2,1,1,0,2,0,yacopi,25,Cundinamarca
550,25898,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,zipacon,25,Cundinamarca
551,25899,3,2,4,5,4,4,4,3,7,6,4,9,4,8,1,1,7,9,14,10,6,zipaquira,25,Cundinamarca
552,25999,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,25,Cundinamarca
553,27001,4,2,2,4,4,3,4,1,8,4,4,4,2,4,3,5,9,1,6,9,2,quibdo,27,Choco
554,27006,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,acandi,27,Choco
555,27025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,alto baudo,27,Choco
556,27050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,atrato,27,Choco
557,27073,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bagado,27,Choco
558,27075,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,bahia solano,27,Choco
559,27077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,bajo baudo,27,Choco
560,27099,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,bojaya,27,Choco
561,27205,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,condoto,27,Choco
562,27245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,el carmen de atrato,27,Choco
563,27361,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,istmina,27,Choco
564,27372,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,jurado,27,Choco
565,27413,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,lloro,27,Choco
566,27495,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nuqui,27,Choco
567,27615,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,riosucio,27,Choco
568,27660,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,san jose del palmar,27,Choco
569,27787,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,tado,27,Choco
570,27800,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,unguia,27,Choco
571,27999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,Choco
572,41001,12,11,18,16,16,18,23,21,23,16,24,28,31,31,26,26,37,40,33,32,34,neiva,41,Huila
573,41006,0,0,0,0,1,1,0,1,0,1,1,0,0,2,0,1,0,0,0,1,1,acevedo,41,Huila
574,41013,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,2,agrado,41,Huila
575,41016,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,2,1,0,0,1,3,aipe,41,Huila
576,41020,0,1,0,1,0,1,2,1,0,1,1,0,1,0,0,1,1,1,0,1,0,algeciras,41,Huila
577,41078,1,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,baraya,41,Huila
578,41132,1,2,1,1,1,2,1,3,1,0,2,1,3,2,1,3,2,0,0,4,2,campoalegre,41,Huila
579,41206,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,colombia,41,Huila
580,41244,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,elias,41,Huila
581,41298,2,1,2,0,0,1,3,2,1,7,1,2,2,1,5,4,3,3,4,5,2,garzon,41,Huila
582,41306,2,3,0,1,0,0,2,0,0,4,5,1,0,0,2,3,0,1,1,0,2,gigante,41,Huila
583,41319,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,2,0,1,0,0,guadalupe,41,Huila
584,41349,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,hobo,41,Huila
585,41357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,iquira,41,Huila
586,41359,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,1,0,0,isnos,41,Huila
587,41378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,la argentina,41,Huila
588,41396,2,1,0,0,1,0,0,1,0,0,2,2,1,1,0,5,1,0,1,4,1,la plata,41,Huila
589,41483,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,nataga,41,Huila
590,41503,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,oporapa,41,Huila
591,41518,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,paicol,41,Huila
592,41524,0,1,2,2,0,0,0,1,0,2,1,1,3,1,1,1,0,2,3,4,1,palermo,41,Huila
593,41530,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,palestina,41,Huila
594,41548,0,1,0,0,1,1,0,0,0,1,1,0,2,1,0,0,0,1,0,0,1,pital,41,Huila
595,41551,2,3,3,2,2,8,2,6,2,5,4,5,5,2,4,2,15,10,8,4,7,pitalito,41,Huila
596,41615,1,2,0,1,0,1,0,0,1,1,0,0,0,2,1,0,2,0,2,2,4,rivera,41,Huila
597,41660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,saladoblanco,41,Huila
598,41668,1,0,2,2,0,0,0,2,0,2,0,0,1,1,0,2,0,1,1,0,4,san agustin,41,Huila
599,41676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,santa maria,41,Huila
600,41770,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,suaza,41,Huila
601,41791,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,1,tarqui,41,Huila
602,41797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,tesalia,41,Huila
603,41799,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,2,3,0,0,tello,41,Huila
604,41801,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,teruel,41,Huila
605,41807,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,3,1,1,timana,41,Huila
606,41872,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,villavieja,41,Huila
607,41885,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,yaguara,41,Huila
608,41999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,Huila
609,44001,1,1,1,1,2,2,6,3,4,1,4,7,5,2,2,6,8,5,5,12,10,riohacha,44,La guajira
610,44078,1,1,0,0,1,0,1,1,0,2,0,0,1,1,2,2,1,0,1,2,3,barrancas,44,La guajira
611,44090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,dibulla,44,La guajira
612,44098,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,distraccion,44,La guajira
613,44110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,el molino,44,La guajira
614,44279,0,1,0,0,1,1,1,3,0,1,1,1,1,1,1,1,0,0,0,2,3,fonseca,44,La guajira
615,44378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,hatonuevo,44,La guajira
616,44430,1,2,4,2,2,1,1,0,5,1,1,3,2,3,3,1,1,3,5,4,6,maicao,44,La guajira
617,44560,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,manaure,44,La guajira
618,44650,1,1,1,0,1,1,2,2,1,0,4,2,3,1,0,0,3,2,5,3,2,san juan del cesar,44,La guajira
619,44847,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,0,1,2,uribia,44,La guajira
620,44855,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,urumita,44,La guajira
621,44874,0,1,2,1,0,0,2,1,0,1,1,0,5,2,2,1,0,1,3,2,1,villanueva,44,La guajira
622,47001,12,17,18,17,14,26,27,21,24,27,16,25,25,30,37,32,33,31,48,45,49,santa marta,47,Magdalena
623,47053,0,0,1,0,1,0,0,2,0,2,0,0,1,1,0,0,1,1,0,1,4,aracataca,47,Magdalena
624,47058,0,0,0,0,1,2,0,0,2,1,0,1,1,2,1,0,0,1,1,1,2,ariguani,47,Magdalena
625,47161,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,cerro de san antonio,47,Magdalena
626,47170,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,chivolo,47,Magdalena
627,47189,4,4,5,1,3,0,5,4,1,8,4,10,3,2,3,5,5,7,8,14,5,cienaga,47,Magdalena
628,47245,0,0,2,0,0,1,0,1,2,3,0,5,1,1,1,3,4,0,3,5,4,el banco,47,Magdalena
629,47258,0,2,0,0,0,1,0,0,1,0,1,1,1,2,1,0,0,0,1,0,0,el pinon,47,Magdalena
630,47268,1,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,3,0,0,1,0,el reten,47,Magdalena
631,47288,0,2,1,1,2,1,2,1,6,2,2,1,1,1,3,1,2,4,2,4,7,fundacion,47,Magdalena
632,47318,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,guamal,47,Magdalena
633,47541,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,pedraza,47,Magdalena
634,47545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,pijino del carmen,47,Magdalena
635,47551,4,1,0,0,2,0,1,0,1,0,0,0,1,1,3,1,1,2,2,2,0,pivijay,47,Magdalena
636,47555,0,1,0,1,3,2,3,1,0,3,0,1,0,4,3,3,1,3,0,4,6,plato,47,Magdalena
637,47570,0,1,0,0,1,0,0,0,0,1,0,2,3,1,0,0,2,0,1,0,0,puebloviejo,47,Magdalena
638,47605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,remolino,47,Magdalena
639,47675,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,salamina,47,Magdalena
640,47692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,san sebastian de buenavista,47,Magdalena
641,47703,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,san zenon,47,Magdalena
642,47707,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,santa ana,47,Magdalena
643,47745,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,sitionuevo,47,Magdalena
644,47798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,tenerife,47,Magdalena
645,50001,11,11,10,8,16,13,13,21,28,21,29,18,33,21,33,28,36,29,23,43,51,villavicencio,50,Meta
646,50006,2,2,3,0,0,1,3,2,1,2,3,4,3,1,1,1,2,3,6,4,3,acacias,50,Meta
647,50110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,barranca de upia,50,Meta
648,50124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,cabuyaro,50,Meta
649,50150,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,castilla la nueva,50,Meta
650,50223,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,cubarral,50,Meta
651,50226,0,0,0,2,0,0,0,0,1,1,0,2,1,0,1,2,0,2,1,0,0,cumaral,50,Meta
652,50245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,el calvario,50,Meta
653,50251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,el castillo,50,Meta
654,50270,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,el dorado,50,Meta
655,50287,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,fuente de oro,50,Meta
656,50313,2,1,3,0,2,0,3,1,1,2,3,4,3,4,2,2,2,0,2,3,1,granada,50,Meta
657,50318,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,1,1,0,0,guamal,50,Meta
658,50325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,mapiripan,50,Meta
659,50330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,mesetas,50,Meta
660,50350,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,2,0,la macarena,50,Meta
661,50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,uribe,50,Meta
662,50400,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,lejanias,50,Meta
663,50450,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,puerto concordia,50,Meta
664,50568,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,puerto gaitan,50,Meta
665,50573,2,0,0,0,0,1,2,2,0,0,0,1,1,1,1,1,2,2,2,3,2,puerto lopez,50,Meta
666,50577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,puerto lleras,50,Meta
667,50590,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,2,0,1,0,puerto rico,50,Meta
668,50606,0,0,1,1,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,1,2,restrepo,50,Meta
669,50680,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,san carlos de guaroa,50,Meta
670,50683,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,san juan de arama,50,Meta
671,50689,0,1,1,0,1,1,0,0,2,1,1,0,2,2,0,1,0,1,2,0,1,san martin,50,Meta
672,50711,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,vistahermosa,50,Meta
673,50999,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Meta
674,52001,10,12,13,16,18,12,18,11,14,16,26,24,20,19,26,30,25,34,22,35,38,pasto,52,Nariño
675,52019,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,alban,52,Nariño
676,52022,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,aldana,52,Nariño
677,52036,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,ancuya,52,Nariño
678,52051,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,arboleda,52,Nariño
679,52079,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,barbacoas,52,Nariño
680,52083,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,belen,52,Nariño
681,52110,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,2,1,buesaco,52,Nariño
682,52203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,colon,52,Nariño
683,52207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,consaca,52,Nariño
684,52210,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,contadero,52,Nariño
685,52215,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,cordoba,52,Nariño
686,52224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,cuaspud carlosama,52,Nariño
687,52227,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2,0,1,cumbal,52,Nariño
688,52233,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,cumbitara,52,Nariño
689,52240,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,chachagui,52,Nariño
690,52250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,el charco,52,Nariño
