,codmunre,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,codmunicipio,MUNICIPIO,codptore,DPTO
434,23855,0,0,0,0,0,0,1,1,2,0,1,1,1,0,3,1,2,1,0,0,0,23855,valencia,23,Cordoba
435,25001,1,0,0,1,0,1,3,1,0,3,0,0,0,1,1,2,1,0,2,0,1,25001,agua de dios,25,Cundinamarca
436,25019,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25019,albán,25,Cundinamarca
437,25035,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,1,1,1,25035,anapoima,25,Cundinamarca
438,25040,0,0,1,0,1,1,1,0,0,0,0,1,0,1,2,1,0,0,1,0,0,25040,anolaima,25,Cundinamarca
439,25053,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,1,2,3,0,0,25053,arbeláez,25,Cundinamarca
440,25086,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25086,beltrán,25,Cundinamarca
441,25095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,25095,bituima,25,Cundinamarca
442,25099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25099,bojacá,25,Cundinamarca
443,25123,0,0,0,0,1,0,0,2,0,1,0,0,2,0,2,1,1,1,0,1,0,25123,cachipay,25,Cundinamarca
444,25126,1,3,0,2,2,2,2,3,1,3,2,0,4,3,2,3,1,5,8,6,4,25126,cajicá,25,Cundinamarca
445,25148,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,25148,caparrapí,25,Cundinamarca
446,25151,1,0,0,1,0,1,1,2,0,1,0,0,0,2,1,1,1,0,1,1,1,25151,cáqueza,25,Cundinamarca
447,25154,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,25154,carmen de carupa,25,Cundinamarca
448,25168,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,25168,chaguaní,25,Cundinamarca
449,25175,5,0,3,5,5,5,3,4,9,1,5,8,6,6,10,6,4,9,12,6,10,25175,chía,25,Cundinamarca
450,25178,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,1,0,2,1,1,0,25178,chipaque,25,Cundinamarca
451,25181,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,2,2,1,0,1,25181,choachí,25,Cundinamarca
452,25183,0,0,1,1,2,1,0,1,1,1,0,1,3,0,0,1,0,1,0,2,1,25183,chocontá,25,Cundinamarca
453,25200,0,1,0,2,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,25200,cogua,25,Cundinamarca
454,25214,1,0,0,0,0,2,1,0,0,1,0,2,0,3,0,1,2,0,0,1,1,25214,cota,25,Cundinamarca
455,25224,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,25224,cucunubá,25,Cundinamarca
456,25245,1,0,1,0,1,0,0,1,1,1,2,0,3,3,1,3,1,0,1,3,2,25245,el colegio,25,Cundinamarca
457,25258,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,25258,el peñón,25,Cundinamarca
458,25260,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1,0,1,1,25260,el rosal,25,Cundinamarca
459,25269,0,0,2,4,1,3,3,5,5,8,7,7,6,5,8,5,8,6,8,10,5,25269,facatativá,25,Cundinamarca
460,25279,1,0,0,1,1,3,0,1,1,0,0,0,0,1,2,0,0,1,0,1,1,25279,fómeque,25,Cundinamarca
461,25281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,25281,fosca,25,Cundinamarca
462,25286,1,2,4,2,1,1,4,5,3,1,3,1,3,1,4,1,3,0,2,10,6,25286,funza,25,Cundinamarca
463,25288,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25288,fúquene,25,Cundinamarca
464,25290,5,0,0,6,6,5,11,6,4,2,3,10,10,11,7,15,8,11,15,11,13,25290,fusagasugá,25,Cundinamarca
465,25293,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25293,gachalá,25,Cundinamarca
466,25295,1,1,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,2,1,25295,gachancipá,25,Cundinamarca
467,25297,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25297,gachetá,25,Cundinamarca
468,25299,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,25299,gama,25,Cundinamarca
469,25307,7,8,6,4,8,6,4,5,5,8,9,13,8,7,11,11,9,16,11,11,14,25307,girardot,25,Cundinamarca
470,25312,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,25312,granada,25,Cundinamarca
471,25317,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,2,1,0,0,0,0,25317,guachetá,25,Cundinamarca
472,25320,2,0,1,1,0,0,1,2,0,0,1,0,2,3,0,1,3,1,0,1,0,25320,guaduas,25,Cundinamarca
473,25322,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,25322,guasca,25,Cundinamarca
474,25324,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,25324,guataquí,25,Cundinamarca
475,25326,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,25326,guatavita,25,Cundinamarca
476,25328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25328,guayabal de síquima,25,Cundinamarca
477,25335,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,25335,guayabetal,25,Cundinamarca
478,25339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25339,gutiérrez,25,Cundinamarca
479,25368,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25368,jerusalén,25,Cundinamarca
480,25372,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,25372,junín,25,Cundinamarca
481,25377,1,0,0,0,0,2,2,0,2,2,1,0,2,2,1,1,1,0,2,2,3,25377,la calera,25,Cundinamarca
482,25386,1,0,1,1,1,1,2,1,0,0,3,1,2,0,0,1,1,3,3,3,2,25386,la mesa,25,Cundinamarca
483,25394,0,0,0,0,0,1,0,2,3,2,1,0,0,0,0,1,0,4,0,0,1,25394,la palma,25,Cundinamarca
484,25398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,25398,la peña,25,Cundinamarca
485,25402,0,0,1,1,1,0,0,1,1,0,0,0,1,1,2,2,0,2,1,0,0,25402,la vega,25,Cundinamarca
486,25407,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,2,1,25407,lenguazaque,25,Cundinamarca
487,25426,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,25426,machetá,25,Cundinamarca
488,25430,2,2,2,4,2,1,0,1,2,2,3,3,3,5,1,4,3,4,8,6,7,25430,madrid,25,Cundinamarca
489,25436,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25436,manta,25,Cundinamarca
490,25438,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0,25438,medina,25,Cundinamarca
491,25473,1,0,1,1,1,0,0,0,1,2,0,7,2,4,1,2,1,5,7,2,5,25473,mosquera,25,Cundinamarca
492,25483,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,25483,nariño,25,Cundinamarca
493,25486,0,1,2,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,25486,nemocón,25,Cundinamarca
494,25488,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25488,nilo,25,Cundinamarca
495,25489,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,25489,nimaima,25,Cundinamarca
496,25491,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25491,nocaima,25,Cundinamarca
497,25506,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,25506,venecia,25,Cundinamarca
498,25513,1,1,1,2,2,0,0,0,3,5,3,3,2,2,0,2,5,3,3,4,3,25513,pacho,25,Cundinamarca
499,25518,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25518,paime,25,Cundinamarca
500,25524,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25524,pandi,25,Cundinamarca
501,25530,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25530,paratebueno,25,Cundinamarca
502,25535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25535,pasca,25,Cundinamarca
503,25572,0,1,0,0,0,0,0,0,2,0,3,0,1,0,0,3,0,1,1,2,0,25572,puerto salgar,25,Cundinamarca
504,25592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,25592,quebradanegra,25,Cundinamarca
505,25594,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,25594,quetame,25,Cundinamarca
506,25596,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,2,1,25596,quipile,25,Cundinamarca
507,25599,0,1,0,0,1,0,0,0,0,0,2,1,1,0,1,1,1,0,0,1,1,25599,apulo,25,Cundinamarca
508,25612,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,2,25612,ricaurte,25,Cundinamarca
509,25645,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,25645,san antonio del tequendama,25,Cundinamarca
510,25649,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,25649,san bernardo,25,Cundinamarca
511,25658,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,25658,san francisco,25,Cundinamarca
512,25662,1,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,1,1,1,1,0,25662,san juan de rioseco,25,Cundinamarca
513,25718,0,0,0,0,1,0,2,0,1,0,0,0,1,1,1,0,0,0,1,1,0,25718,sasaima,25,Cundinamarca
514,25736,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,25736,sesquilé,25,Cundinamarca
515,25740,1,0,0,2,1,1,0,0,2,3,2,2,0,1,0,1,3,3,2,3,0,25740,sibaté,25,Cundinamarca
516,25743,0,0,0,0,0,0,0,1,2,1,0,2,2,1,1,1,2,1,0,0,2,25743,silvania,25,Cundinamarca
517,25745,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0,1,2,0,25745,simijaca,25,Cundinamarca
518,25754,3,3,12,7,6,15,9,11,12,15,13,7,13,12,16,22,16,22,33,34,32,25754,soacha,25,Cundinamarca
519,25758,0,0,0,2,0,0,2,0,1,0,0,2,0,1,1,0,0,1,3,2,3,25758,sopó,25,Cundinamarca
520,25769,0,0,0,0,1,1,1,3,2,0,0,1,1,1,0,1,0,0,2,0,1,25769,subachoque,25,Cundinamarca
521,25772,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25772,suesca,25,Cundinamarca
522,25777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,25777,supatá,25,Cundinamarca
523,25779,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,1,1,0,0,0,25779,susa,25,Cundinamarca
524,25781,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25781,sutatausa,25,Cundinamarca
525,25785,0,1,1,0,1,2,0,2,0,2,0,0,2,1,0,1,0,2,0,1,1,25785,tabio,25,Cundinamarca
526,25793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,25793,tausa,25,Cundinamarca
527,25797,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,25797,tena,25,Cundinamarca
528,25799,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,2,1,2,0,0,25799,tenjo,25,Cundinamarca
529,25805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25805,tibacuy,25,Cundinamarca
530,25807,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25807,tibirita,25,Cundinamarca
531,25815,0,2,3,1,0,0,2,1,0,1,1,1,1,4,2,1,4,0,1,3,1,25815,tocaima,25,Cundinamarca
532,25817,1,0,0,0,1,1,1,0,0,1,1,1,3,1,0,1,3,0,1,0,2,25817,tocancipá,25,Cundinamarca
533,25823,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25823,topaipí,25,Cundinamarca
534,25839,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,25839,ubalá,25,Cundinamarca
535,25841,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,25841,ubaque,25,Cundinamarca
536,25843,1,1,1,0,1,0,1,2,1,1,2,2,2,1,1,1,3,1,2,3,1,25843,villa de san diego de ubaté,25,Cundinamarca
537,25845,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25845,une,25,Cundinamarca
538,25851,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,25851,útica,25,Cundinamarca
539,25862,1,0,0,0,1,1,2,0,1,0,1,1,2,0,1,0,0,0,0,0,0,25862,vergara,25,Cundinamarca
540,25867,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,25867,vianí,25,Cundinamarca
541,25873,1,0,0,2,0,0,1,2,2,0,0,0,1,0,0,0,0,0,2,1,0,25873,villapinzón,25,Cundinamarca
542,25875,0,1,0,1,1,2,0,3,1,3,2,0,2,0,2,2,1,0,2,1,0,25875,villeta,25,Cundinamarca
543,25878,0,1,0,0,0,1,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0,25878,viotá,25,Cundinamarca
544,25885,0,0,0,2,1,0,2,0,1,1,0,0,1,1,1,2,1,1,0,2,0,25885,yacopí,25,Cundinamarca
545,25898,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,25898,zipacón,25,Cundinamarca
546,25899,3,2,4,5,4,4,4,3,7,6,4,9,4,8,1,1,7,9,14,10,6,25899,zipaquirá,25,Cundinamarca
547,27001,4,2,2,4,4,3,4,1,8,4,4,4,3,4,3,5,9,1,6,9,2,27001,quibdó,27,Choco
548,27006,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,27006,acandí,27,Choco
549,27025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,27025,alto baudó,27,Choco
550,27050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27050,atrato,27,Choco
551,27075,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27075,bahía solano,27,Choco
552,27077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27077,bajo baudó,27,Choco
553,27079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27079,0,27,Choco
554,27099,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27099,bojayá,27,Choco
555,27245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,27245,el carmen de atrato,27,Choco
556,27361,2,2,3,1,2,0,0,2,0,3,0,1,2,2,2,3,1,1,2,4,3,27361,istmina,27,Choco
557,27372,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27372,juradó,27,Choco
558,27495,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27495,nuquí,27,Choco
559,27615,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,27615,riosucio,27,Choco
560,27660,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,27660,san josé del palmar,27,Choco
561,27800,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,27800,unguía,27,Choco
562,41001,12,11,18,16,16,18,23,21,23,16,24,28,31,31,26,26,37,40,33,32,34,41001,neiva,41,Huila
563,41006,0,0,0,0,1,1,0,1,0,1,1,0,0,2,0,1,0,0,0,1,1,41006,acevedo,41,Huila
564,41013,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,2,41013,agrado,41,Huila
565,41016,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,2,1,0,0,1,3,41016,aipe,41,Huila
566,41020,0,1,0,1,0,1,2,1,0,1,1,0,1,0,0,1,1,1,0,1,0,41020,algeciras,41,Huila
567,41078,1,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,41078,baraya,41,Huila
568,41132,1,2,1,1,1,2,1,3,1,0,2,1,3,2,1,3,2,0,0,4,2,41132,campoalegre,41,Huila
569,41206,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41206,colombia,41,Huila
570,41244,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41244,elías,41,Huila
571,41298,2,1,2,0,0,1,3,2,1,7,1,2,2,1,5,4,3,3,4,5,2,41298,garzón,41,Huila
572,41306,2,3,0,1,0,0,2,0,0,4,5,1,0,0,2,3,0,1,1,0,2,41306,gigante,41,Huila
573,41319,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,2,0,1,0,0,41319,guadalupe,41,Huila
574,41349,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,41349,hobo,41,Huila
575,41357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,41357,íquira,41,Huila
576,41359,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,1,0,0,41359,isnos,41,Huila
577,41378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,41378,la argentina,41,Huila
578,41396,2,1,0,0,1,0,0,1,0,0,2,2,1,1,0,5,1,0,1,4,1,41396,la plata,41,Huila
579,41483,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,41483,nátaga,41,Huila
580,41503,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,41503,oporapa,41,Huila
581,41518,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,41518,paicol,41,Huila
582,41524,0,1,2,2,0,0,0,1,0,2,1,1,3,1,1,1,0,2,3,4,1,41524,palermo,41,Huila
583,41530,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,41530,palestina,41,Huila
584,41548,0,1,0,0,1,1,0,0,0,1,1,0,2,1,0,0,0,1,0,0,1,41548,pital,41,Huila
585,41551,2,3,3,2,2,8,2,6,2,5,4,5,5,2,4,2,15,10,8,4,7,41551,pitalito,41,Huila
586,41615,1,2,0,1,0,1,0,0,1,1,0,0,0,2,1,0,2,0,2,2,4,41615,rivera,41,Huila
587,41660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41660,saladoblanco,41,Huila
588,41668,1,0,2,2,0,0,0,2,0,2,0,0,1,1,0,2,0,1,1,0,4,41668,san agustín,41,Huila
589,41676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,41676,santa maría,41,Huila
590,41770,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,41770,suaza,41,Huila
591,41791,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,1,41791,tarqui,41,Huila
592,41797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,41797,tesalia,41,Huila
593,41799,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,2,3,0,0,41799,tello,41,Huila
594,41801,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,41801,teruel,41,Huila
595,41807,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,3,1,1,41807,timaná,41,Huila
596,41872,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,41872,villavieja,41,Huila
597,41885,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,41885,yaguará,41,Huila
598,44001,1,1,1,1,2,2,6,3,4,1,4,7,5,2,2,6,8,5,5,12,10,44001,riohacha,44,La guajira
599,44078,1,1,0,0,1,0,1,1,0,2,0,0,1,1,2,2,1,0,1,2,3,44078,barrancas,44,La guajira
600,44090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,44090,dibulla,44,La guajira
601,44098,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,44098,distracción,44,La guajira
602,44110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,44110,el molino,44,La guajira
603,44279,0,1,0,0,1,1,1,3,0,1,1,1,1,1,1,1,0,0,0,2,3,44279,fonseca,44,La guajira
604,44378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,44378,hatonuevo,44,La guajira
605,44430,1,2,4,2,2,1,1,0,5,1,2,3,2,4,3,1,1,3,5,4,7,44430,maicao,44,La guajira
606,44560,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,44560,manaure,44,La guajira
607,44650,1,1,1,0,1,1,2,2,1,0,4,2,3,1,0,0,3,2,5,3,2,44650,san juan del cesar,44,La guajira
608,44847,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,0,1,2,44847,uribia,44,La guajira
609,44855,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,44855,urumita,44,La guajira
610,44874,0,1,2,1,0,0,2,1,0,1,1,0,5,2,2,1,0,1,3,2,1,44874,villanueva,44,La guajira
611,47001,12,17,18,17,14,26,27,21,24,27,16,25,25,30,37,32,33,31,48,45,49,47001,santa marta,47,Magdalena
612,47053,0,0,1,0,1,0,0,2,0,2,0,0,1,1,0,0,1,1,0,1,4,47053,aracataca,47,Magdalena
613,47189,4,4,5,1,3,0,5,4,1,8,4,10,3,2,3,5,5,7,8,14,5,47189,ciénaga,47,Magdalena
614,47245,0,0,2,0,0,1,0,1,2,3,0,5,1,1,1,3,4,0,3,5,4,47245,el banco,47,Magdalena
615,47268,1,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,3,0,0,1,0,47268,el retén,47,Magdalena
616,47288,5,6,3,2,6,4,5,1,12,3,4,7,5,7,8,5,6,10,8,9,13,47288,fundación,47,Magdalena
617,47318,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,47318,guamal,47,Magdalena
618,47545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47545,pijiño del carmen,47,Magdalena
619,47555,0,1,0,1,3,2,3,2,0,4,0,2,0,4,3,3,2,4,0,4,6,47555,plato,47,Magdalena
620,47570,0,1,0,0,1,0,0,0,0,1,0,2,3,1,0,0,2,0,1,0,0,47570,puebloviejo,47,Magdalena
621,47605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47605,remolino,47,Magdalena
622,47675,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,47675,salamina,47,Magdalena
623,47692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47692,san sebastián de buenavista,47,Magdalena
624,47703,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,47703,san zenón,47,Magdalena
625,47720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,47720,santa bárbara de pinto,47,Magdalena
626,47745,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,47745,sitionuevo,47,Magdalena
627,47980,0,0,1,0,0,1,0,0,2,1,0,2,0,1,2,1,0,3,3,1,2,47980,zona bananera,47,Magdalena
628,50001,11,11,10,8,16,13,13,21,28,21,29,18,33,21,33,28,36,29,23,43,51,50001,villavicencio,50,Meta
629,50006,2,2,3,0,0,1,3,2,1,2,3,4,3,1,1,1,2,3,6,4,3,50006,acacías,50,Meta
630,50110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,50110,barranca de upía,50,Meta
631,50124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50124,cabuyaro,50,Meta
632,50150,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,50150,castilla la nueva,50,Meta
633,50223,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,50223,cubarral,50,Meta
634,50226,0,0,0,2,0,0,0,0,1,1,0,2,1,0,1,2,0,2,1,0,0,50226,cumaral,50,Meta
635,50245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50245,el calvario,50,Meta
636,50251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,50251,el castillo,50,Meta
637,50270,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50270,el dorado,50,Meta
638,50287,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,50287,fuente de oro,50,Meta
639,50313,2,1,3,0,2,0,3,1,1,2,3,4,3,4,2,2,2,0,2,3,1,50313,granada,50,Meta
640,50318,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,1,1,0,0,50318,guamal,50,Meta
641,50325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,50325,mapiripán,50,Meta
642,50330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,50330,mesetas,50,Meta
643,50350,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,2,0,50350,la macarena,50,Meta
644,50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50370,uribe,50,Meta
645,50400,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,50400,lejanías,50,Meta
646,50450,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50450,puerto concordia,50,Meta
647,50568,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,50568,puerto gaitán,50,Meta
648,50573,2,0,0,0,0,1,2,2,0,0,0,1,1,1,1,1,2,2,2,3,2,50573,puerto lópez,50,Meta
649,50577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50577,puerto lleras,50,Meta
650,50590,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,2,0,1,0,50590,puerto rico,50,Meta
651,50606,0,0,1,1,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,1,2,50606,restrepo,50,Meta
652,50680,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,50680,san carlos de guaroa,50,Meta
